paper,referrer
https://www.sciencedirect.com/science/article/abs/pii/S0899825608001103,https://www.twitter.com/unlock_VALue
https://www.sciencedirect.com/science/article/abs/pii/S0899825604000314,https://www.twitter.com/unlock_VALue
https://www.sciencedirect.com/science/article/abs/pii/S0899825612001868,https://www.twitter.com/unlock_VALue
